,MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|SE3
1928,22.03.2023 08:00 - 22.03.2023 09:00,93.46,EUR,
1929,22.03.2023 09:00 - 22.03.2023 10:00,78.13,EUR,
1930,22.03.2023 10:00 - 22.03.2023 11:00,54.19,EUR,
1931,22.03.2023 11:00 - 22.03.2023 12:00,36.94,EUR,
1932,22.03.2023 12:00 - 22.03.2023 13:00,33.68,EUR,
1933,22.03.2023 13:00 - 22.03.2023 14:00,32.59,EUR,
1934,22.03.2023 14:00 - 22.03.2023 15:00,39.43,EUR,
1935,22.03.2023 15:00 - 22.03.2023 16:00,45.53,EUR,
1936,22.03.2023 16:00 - 22.03.2023 17:00,41.78,EUR,
1937,22.03.2023 17:00 - 22.03.2023 18:00,43.1,EUR,
1938,22.03.2023 18:00 - 22.03.2023 19:00,45.82,EUR,
1939,22.03.2023 19:00 - 22.03.2023 20:00,39.02,EUR,
1940,22.03.2023 20:00 - 22.03.2023 21:00,34.52,EUR,
1941,22.03.2023 21:00 - 22.03.2023 22:00,30.42,EUR,
1942,22.03.2023 22:00 - 22.03.2023 23:00,24.22,EUR,
1943,22.03.2023 23:00 - 23.03.2023 00:00,21.4,EUR,
1944,23.03.2023 00:00 - 23.03.2023 01:00,9.9,EUR,
1945,23.03.2023 01:00 - 23.03.2023 02:00,4.98,EUR,
1946,23.03.2023 02:00 - 23.03.2023 03:00,4.08,EUR,
1947,23.03.2023 03:00 - 23.03.2023 04:00,4.09,EUR,
1948,23.03.2023 04:00 - 23.03.2023 05:00,8.79,EUR,
1949,23.03.2023 05:00 - 23.03.2023 06:00,23.59,EUR,
1950,23.03.2023 06:00 - 23.03.2023 07:00,29.27,EUR,
1951,23.03.2023 07:00 - 23.03.2023 08:00,38.59,EUR,
1952,23.03.2023 08:00 - 23.03.2023 09:00,43.89,EUR,
1953,23.03.2023 09:00 - 23.03.2023 10:00,41.62,EUR,
1954,23.03.2023 10:00 - 23.03.2023 11:00,39.77,EUR,
1955,23.03.2023 11:00 - 23.03.2023 12:00,35.68,EUR,
1956,23.03.2023 12:00 - 23.03.2023 13:00,35.64,EUR,
1957,23.03.2023 13:00 - 23.03.2023 14:00,36.29,EUR,
1958,23.03.2023 14:00 - 23.03.2023 15:00,41.62,EUR,
1959,23.03.2023 15:00 - 23.03.2023 16:00,42.9,EUR,
1960,23.03.2023 16:00 - 23.03.2023 17:00,46.01,EUR,
1961,23.03.2023 17:00 - 23.03.2023 18:00,49.97,EUR,
1962,23.03.2023 18:00 - 23.03.2023 19:00,65.01,EUR,
1963,23.03.2023 19:00 - 23.03.2023 20:00,57.1,EUR,
1964,23.03.2023 20:00 - 23.03.2023 21:00,47.79,EUR,
1965,23.03.2023 21:00 - 23.03.2023 22:00,44.95,EUR,
1966,23.03.2023 22:00 - 23.03.2023 23:00,41.82,EUR,
1967,23.03.2023 23:00 - 24.03.2023 00:00,37.19,EUR,
1968,24.03.2023 00:00 - 24.03.2023 01:00,33.31,EUR,
1969,24.03.2023 01:00 - 24.03.2023 02:00,30.48,EUR,
1970,24.03.2023 02:00 - 24.03.2023 03:00,30.29,EUR,
1971,24.03.2023 03:00 - 24.03.2023 04:00,31.02,EUR,
1972,24.03.2023 04:00 - 24.03.2023 05:00,33.94,EUR,
1973,24.03.2023 05:00 - 24.03.2023 06:00,39.22,EUR,
1974,24.03.2023 06:00 - 24.03.2023 07:00,44.84,EUR,
1975,24.03.2023 07:00 - 24.03.2023 08:00,58.59,EUR,
1976,24.03.2023 08:00 - 24.03.2023 09:00,76.07,EUR,
1977,24.03.2023 09:00 - 24.03.2023 10:00,58.8,EUR,
1978,24.03.2023 10:00 - 24.03.2023 11:00,39.96,EUR,
1979,24.03.2023 11:00 - 24.03.2023 12:00,34.16,EUR,
1980,24.03.2023 12:00 - 24.03.2023 13:00,36.49,EUR,
1981,24.03.2023 13:00 - 24.03.2023 14:00,29.74,EUR,
1982,24.03.2023 14:00 - 24.03.2023 15:00,30.72,EUR,
1983,24.03.2023 15:00 - 24.03.2023 16:00,29.97,EUR,
1984,24.03.2023 16:00 - 24.03.2023 17:00,38.34,EUR,
1985,24.03.2023 17:00 - 24.03.2023 18:00,49.92,EUR,
1986,24.03.2023 18:00 - 24.03.2023 19:00,50.56,EUR,
1987,24.03.2023 19:00 - 24.03.2023 20:00,44.8,EUR,
1988,24.03.2023 20:00 - 24.03.2023 21:00,39.92,EUR,
1989,24.03.2023 21:00 - 24.03.2023 22:00,38.09,EUR,
1990,24.03.2023 22:00 - 24.03.2023 23:00,33.85,EUR,
1991,24.03.2023 23:00 - 25.03.2023 00:00,29.63,EUR,
1992,25.03.2023 00:00 - 25.03.2023 01:00,23.61,EUR,
1993,25.03.2023 01:00 - 25.03.2023 02:00,6.59,EUR,
1994,25.03.2023 02:00 - 25.03.2023 03:00,3.02,EUR,
1995,25.03.2023 03:00 - 25.03.2023 04:00,2.06,EUR,
1996,25.03.2023 04:00 - 25.03.2023 05:00,1.78,EUR,
1997,25.03.2023 05:00 - 25.03.2023 06:00,2.88,EUR,
1998,25.03.2023 06:00 - 25.03.2023 07:00,4.6,EUR,
1999,25.03.2023 07:00 - 25.03.2023 08:00,23.01,EUR,
2000,25.03.2023 08:00 - 25.03.2023 09:00,25.35,EUR,
2001,25.03.2023 09:00 - 25.03.2023 10:00,28.5,EUR,
2002,25.03.2023 10:00 - 25.03.2023 11:00,28.43,EUR,
2003,25.03.2023 11:00 - 25.03.2023 12:00,28.15,EUR,
2004,25.03.2023 12:00 - 25.03.2023 13:00,28.04,EUR,
2005,25.03.2023 13:00 - 25.03.2023 14:00,28.19,EUR,
2006,25.03.2023 14:00 - 25.03.2023 15:00,29.52,EUR,
2007,25.03.2023 15:00 - 25.03.2023 16:00,36.15,EUR,
2008,25.03.2023 16:00 - 25.03.2023 17:00,40.61,EUR,
2009,25.03.2023 17:00 - 25.03.2023 18:00,43.58,EUR,
2010,25.03.2023 18:00 - 25.03.2023 19:00,60.0,EUR,
2011,25.03.2023 19:00 - 25.03.2023 20:00,64.12,EUR,
2012,25.03.2023 20:00 - 25.03.2023 21:00,57.39,EUR,
2013,25.03.2023 21:00 - 25.03.2023 22:00,41.84,EUR,
2014,25.03.2023 22:00 - 25.03.2023 23:00,38.91,EUR,
2015,25.03.2023 23:00 - 26.03.2023 00:00,33.36,EUR,
2016,26.03.2023 00:00 - 26.03.2023 01:00,39.66,EUR,
2017,26.03.2023 01:00 - 26.03.2023 02:00,39.23,EUR,
2018,26.03.2023 02:00 - 26.03.2023 03:00,39.675,,
2019,26.03.2023 03:00 - 26.03.2023 04:00,40.12,EUR,
2020,26.03.2023 04:00 - 26.03.2023 05:00,40.88,EUR,
2021,26.03.2023 05:00 - 26.03.2023 06:00,40.43,EUR,
2022,26.03.2023 06:00 - 26.03.2023 07:00,41.0,EUR,
2023,26.03.2023 07:00 - 26.03.2023 08:00,41.75,EUR,
2024,26.03.2023 08:00 - 26.03.2023 09:00,43.39,EUR,
2025,26.03.2023 09:00 - 26.03.2023 10:00,47.66,EUR,
2026,26.03.2023 10:00 - 26.03.2023 11:00,49.62,EUR,
2027,26.03.2023 11:00 - 26.03.2023 12:00,50.01,EUR,
2028,26.03.2023 12:00 - 26.03.2023 13:00,46.37,EUR,
2029,26.03.2023 13:00 - 26.03.2023 14:00,43.3,EUR,
2030,26.03.2023 14:00 - 26.03.2023 15:00,44.25,EUR,
2031,26.03.2023 15:00 - 26.03.2023 16:00,43.08,EUR,
2032,26.03.2023 16:00 - 26.03.2023 17:00,48.35,EUR,
2033,26.03.2023 17:00 - 26.03.2023 18:00,62.37,EUR,
2034,26.03.2023 18:00 - 26.03.2023 19:00,75.08,EUR,
2035,26.03.2023 19:00 - 26.03.2023 20:00,96.55,EUR,
2036,26.03.2023 20:00 - 26.03.2023 21:00,75.07,EUR,
2037,26.03.2023 21:00 - 26.03.2023 22:00,44.18,EUR,
2038,26.03.2023 22:00 - 26.03.2023 23:00,40.87,EUR,
2039,26.03.2023 23:00 - 27.03.2023 00:00,39.11,EUR,
2040,27.03.2023 00:00 - 27.03.2023 01:00,42.13,EUR,
2041,27.03.2023 01:00 - 27.03.2023 02:00,40.31,EUR,
2042,27.03.2023 02:00 - 27.03.2023 03:00,39.95,EUR,
2043,27.03.2023 03:00 - 27.03.2023 04:00,40.14,EUR,
2044,27.03.2023 04:00 - 27.03.2023 05:00,41.57,EUR,
2045,27.03.2023 05:00 - 27.03.2023 06:00,43.78,EUR,
2046,27.03.2023 06:00 - 27.03.2023 07:00,54.01,EUR,
2047,27.03.2023 07:00 - 27.03.2023 08:00,118.71,EUR,
2048,27.03.2023 08:00 - 27.03.2023 09:00,101.85,EUR,
2049,27.03.2023 09:00 - 27.03.2023 10:00,97.85,EUR,
2050,27.03.2023 10:00 - 27.03.2023 11:00,92.57,EUR,
2051,27.03.2023 11:00 - 27.03.2023 12:00,80.93,EUR,
2052,27.03.2023 12:00 - 27.03.2023 13:00,68.26,EUR,
2053,27.03.2023 13:00 - 27.03.2023 14:00,54.91,EUR,
2054,27.03.2023 14:00 - 27.03.2023 15:00,42.88,EUR,
2055,27.03.2023 15:00 - 27.03.2023 16:00,46.02,EUR,
2056,27.03.2023 16:00 - 27.03.2023 17:00,49.62,EUR,
2057,27.03.2023 17:00 - 27.03.2023 18:00,70.54,EUR,
2058,27.03.2023 18:00 - 27.03.2023 19:00,75.08,EUR,
2059,27.03.2023 19:00 - 27.03.2023 20:00,96.33,EUR,
2060,27.03.2023 20:00 - 27.03.2023 21:00,49.94,EUR,
2061,27.03.2023 21:00 - 27.03.2023 22:00,47.61,EUR,
2062,27.03.2023 22:00 - 27.03.2023 23:00,42.85,EUR,
2063,27.03.2023 23:00 - 28.03.2023 00:00,40.35,EUR,
2064,28.03.2023 00:00 - 28.03.2023 01:00,28.85,EUR,
2065,28.03.2023 01:00 - 28.03.2023 02:00,29.28,EUR,
2066,28.03.2023 02:00 - 28.03.2023 03:00,28.99,EUR,
2067,28.03.2023 03:00 - 28.03.2023 04:00,29.54,EUR,
2068,28.03.2023 04:00 - 28.03.2023 05:00,31.78,EUR,
2069,28.03.2023 05:00 - 28.03.2023 06:00,40.17,EUR,
2070,28.03.2023 06:00 - 28.03.2023 07:00,37.99,EUR,
2071,28.03.2023 07:00 - 28.03.2023 08:00,159.92,EUR,
2072,28.03.2023 08:00 - 28.03.2023 09:00,143.13,EUR,
2073,28.03.2023 09:00 - 28.03.2023 10:00,109.77,EUR,
2074,28.03.2023 10:00 - 28.03.2023 11:00,79.66,EUR,
2075,28.03.2023 11:00 - 28.03.2023 12:00,58.55,EUR,
2076,28.03.2023 12:00 - 28.03.2023 13:00,49.62,EUR,
2077,28.03.2023 13:00 - 28.03.2023 14:00,44.03,EUR,
2078,28.03.2023 14:00 - 28.03.2023 15:00,42.97,EUR,
2079,28.03.2023 15:00 - 28.03.2023 16:00,43.27,EUR,
2080,28.03.2023 16:00 - 28.03.2023 17:00,47.33,EUR,
2081,28.03.2023 17:00 - 28.03.2023 18:00,101.41,EUR,
2082,28.03.2023 18:00 - 28.03.2023 19:00,132.63,EUR,
2083,28.03.2023 19:00 - 28.03.2023 20:00,155.83,EUR,
2084,28.03.2023 20:00 - 28.03.2023 21:00,131.59,EUR,
2085,28.03.2023 21:00 - 28.03.2023 22:00,127.78,EUR,
2086,28.03.2023 22:00 - 28.03.2023 23:00,107.21,EUR,
2087,28.03.2023 23:00 - 29.03.2023 00:00,99.95,EUR,
2088,29.03.2023 00:00 - 29.03.2023 01:00,53.49,EUR,
2089,29.03.2023 01:00 - 29.03.2023 02:00,51.89,EUR,
2090,29.03.2023 02:00 - 29.03.2023 03:00,52.76,EUR,
2091,29.03.2023 03:00 - 29.03.2023 04:00,53.49,EUR,
2092,29.03.2023 04:00 - 29.03.2023 05:00,57.24,EUR,
2093,29.03.2023 05:00 - 29.03.2023 06:00,65.35,EUR,
2094,29.03.2023 06:00 - 29.03.2023 07:00,108.01,EUR,
2095,29.03.2023 07:00 - 29.03.2023 08:00,139.95,EUR,
2096,29.03.2023 08:00 - 29.03.2023 09:00,147.59,EUR,
2097,29.03.2023 09:00 - 29.03.2023 10:00,139.98,EUR,
2098,29.03.2023 10:00 - 29.03.2023 11:00,126.23,EUR,
2099,29.03.2023 11:00 - 29.03.2023 12:00,115.36,EUR,
2100,29.03.2023 12:00 - 29.03.2023 13:00,107.76,EUR,
2101,29.03.2023 13:00 - 29.03.2023 14:00,102.35,EUR,
2102,29.03.2023 14:00 - 29.03.2023 15:00,100.36,EUR,
2103,29.03.2023 15:00 - 29.03.2023 16:00,100.73,EUR,
2104,29.03.2023 16:00 - 29.03.2023 17:00,102.51,EUR,
2105,29.03.2023 17:00 - 29.03.2023 18:00,118.81,EUR,
2106,29.03.2023 18:00 - 29.03.2023 19:00,140.9,EUR,
2107,29.03.2023 19:00 - 29.03.2023 20:00,146.27,EUR,
2108,29.03.2023 20:00 - 29.03.2023 21:00,128.02,EUR,
2109,29.03.2023 21:00 - 29.03.2023 22:00,111.25,EUR,
2110,29.03.2023 22:00 - 29.03.2023 23:00,103.55,EUR,
2111,29.03.2023 23:00 - 30.03.2023 00:00,92.52,EUR,
2112,30.03.2023 00:00 - 30.03.2023 01:00,89.71,EUR,
2113,30.03.2023 01:00 - 30.03.2023 02:00,82.25,EUR,
2114,30.03.2023 02:00 - 30.03.2023 03:00,80.75,EUR,
2115,30.03.2023 03:00 - 30.03.2023 04:00,78.77,EUR,
2116,30.03.2023 04:00 - 30.03.2023 05:00,77.91,EUR,
2117,30.03.2023 05:00 - 30.03.2023 06:00,76.8,EUR,
2118,30.03.2023 06:00 - 30.03.2023 07:00,89.93,EUR,
2119,30.03.2023 07:00 - 30.03.2023 08:00,115.43,EUR,
2120,30.03.2023 08:00 - 30.03.2023 09:00,125.41,EUR,
2121,30.03.2023 09:00 - 30.03.2023 10:00,106.48,EUR,
2122,30.03.2023 10:00 - 30.03.2023 11:00,90.66,EUR,
2123,30.03.2023 11:00 - 30.03.2023 12:00,80.0,EUR,
2124,30.03.2023 12:00 - 30.03.2023 13:00,68.67,EUR,
2125,30.03.2023 13:00 - 30.03.2023 14:00,50.45,EUR,
2126,30.03.2023 14:00 - 30.03.2023 15:00,48.39,EUR,
2127,30.03.2023 15:00 - 30.03.2023 16:00,49.54,EUR,
2128,30.03.2023 16:00 - 30.03.2023 17:00,46.54,EUR,
2129,30.03.2023 17:00 - 30.03.2023 18:00,64.73,EUR,
2130,30.03.2023 18:00 - 30.03.2023 19:00,56.48,EUR,
2131,30.03.2023 19:00 - 30.03.2023 20:00,49.51,EUR,
2132,30.03.2023 20:00 - 30.03.2023 21:00,43.99,EUR,
2133,30.03.2023 21:00 - 30.03.2023 22:00,42.09,EUR,
2134,30.03.2023 22:00 - 30.03.2023 23:00,38.92,EUR,
2135,30.03.2023 23:00 - 31.03.2023 00:00,34.38,EUR,
2136,31.03.2023 00:00 - 31.03.2023 01:00,37.24,EUR,
2137,31.03.2023 01:00 - 31.03.2023 02:00,37.9,EUR,
2138,31.03.2023 02:00 - 31.03.2023 03:00,37.04,EUR,
2139,31.03.2023 03:00 - 31.03.2023 04:00,37.68,EUR,
2140,31.03.2023 04:00 - 31.03.2023 05:00,39.67,EUR,
2141,31.03.2023 05:00 - 31.03.2023 06:00,41.18,EUR,
2142,31.03.2023 06:00 - 31.03.2023 07:00,43.62,EUR,
2143,31.03.2023 07:00 - 31.03.2023 08:00,58.06,EUR,
2144,31.03.2023 08:00 - 31.03.2023 09:00,75.1,EUR,
2145,31.03.2023 09:00 - 31.03.2023 10:00,97.21,EUR,
2146,31.03.2023 10:00 - 31.03.2023 11:00,120.35,EUR,
2147,31.03.2023 11:00 - 31.03.2023 12:00,80.06,EUR,
2148,31.03.2023 12:00 - 31.03.2023 13:00,74.16,EUR,
2149,31.03.2023 13:00 - 31.03.2023 14:00,56.91,EUR,
2150,31.03.2023 14:00 - 31.03.2023 15:00,49.98,EUR,
2151,31.03.2023 15:00 - 31.03.2023 16:00,47.65,EUR,
2152,31.03.2023 16:00 - 31.03.2023 17:00,46.37,EUR,
2153,31.03.2023 17:00 - 31.03.2023 18:00,61.34,EUR,
2154,31.03.2023 18:00 - 31.03.2023 19:00,71.05,EUR,
2155,31.03.2023 19:00 - 31.03.2023 20:00,65.74,EUR,
2156,31.03.2023 20:00 - 31.03.2023 21:00,48.08,EUR,
2157,31.03.2023 21:00 - 31.03.2023 22:00,40.93,EUR,
2158,31.03.2023 22:00 - 31.03.2023 23:00,35.85,EUR,
2159,31.03.2023 23:00 - 01.04.2023 00:00,30.04,EUR,
2160,01.04.2023 00:00 - 01.04.2023 01:00,39.58,EUR,
2161,01.04.2023 01:00 - 01.04.2023 02:00,36.62,EUR,
2162,01.04.2023 02:00 - 01.04.2023 03:00,34.96,EUR,
2163,01.04.2023 03:00 - 01.04.2023 04:00,35.52,EUR,
2164,01.04.2023 04:00 - 01.04.2023 05:00,35.19,EUR,
2165,01.04.2023 05:00 - 01.04.2023 06:00,35.33,EUR,
2166,01.04.2023 06:00 - 01.04.2023 07:00,34.36,EUR,
2167,01.04.2023 07:00 - 01.04.2023 08:00,42.83,EUR,
2168,01.04.2023 08:00 - 01.04.2023 09:00,50.0,EUR,
2169,01.04.2023 09:00 - 01.04.2023 10:00,58.96,EUR,
2170,01.04.2023 10:00 - 01.04.2023 11:00,49.57,EUR,
2171,01.04.2023 11:00 - 01.04.2023 12:00,46.09,EUR,
2172,01.04.2023 12:00 - 01.04.2023 13:00,40.96,EUR,
2173,01.04.2023 13:00 - 01.04.2023 14:00,38.62,EUR,
2174,01.04.2023 14:00 - 01.04.2023 15:00,33.5,EUR,
2175,01.04.2023 15:00 - 01.04.2023 16:00,36.37,EUR,
2176,01.04.2023 16:00 - 01.04.2023 17:00,40.57,EUR,
2177,01.04.2023 17:00 - 01.04.2023 18:00,48.75,EUR,
2178,01.04.2023 18:00 - 01.04.2023 19:00,53.14,EUR,
2179,01.04.2023 19:00 - 01.04.2023 20:00,53.22,EUR,
2180,01.04.2023 20:00 - 01.04.2023 21:00,49.24,EUR,
2181,01.04.2023 21:00 - 01.04.2023 22:00,43.97,EUR,
2182,01.04.2023 22:00 - 01.04.2023 23:00,39.61,EUR,
2183,01.04.2023 23:00 - 02.04.2023 00:00,34.17,EUR,
2184,02.04.2023 00:00 - 02.04.2023 01:00,44.58,EUR,
2185,02.04.2023 01:00 - 02.04.2023 02:00,43.67,EUR,
2186,02.04.2023 02:00 - 02.04.2023 03:00,43.48,EUR,
2187,02.04.2023 03:00 - 02.04.2023 04:00,43.93,EUR,
2188,02.04.2023 04:00 - 02.04.2023 05:00,45.47,EUR,
2189,02.04.2023 05:00 - 02.04.2023 06:00,48.88,EUR,
2190,02.04.2023 06:00 - 02.04.2023 07:00,49.97,EUR,
2191,02.04.2023 07:00 - 02.04.2023 08:00,44.62,EUR,
2192,02.04.2023 08:00 - 02.04.2023 09:00,50.05,EUR,
2193,02.04.2023 09:00 - 02.04.2023 10:00,57.73,EUR,
2194,02.04.2023 10:00 - 02.04.2023 11:00,51.66,EUR,
2195,02.04.2023 11:00 - 02.04.2023 12:00,49.03,EUR,
2196,02.04.2023 12:00 - 02.04.2023 13:00,43.2,EUR,
2197,02.04.2023 13:00 - 02.04.2023 14:00,26.71,EUR,
2198,02.04.2023 14:00 - 02.04.2023 15:00,24.63,EUR,
2199,02.04.2023 15:00 - 02.04.2023 16:00,25.68,EUR,
2200,02.04.2023 16:00 - 02.04.2023 17:00,31.85,EUR,
2201,02.04.2023 17:00 - 02.04.2023 18:00,47.55,EUR,
2202,02.04.2023 18:00 - 02.04.2023 19:00,91.18,EUR,
2203,02.04.2023 19:00 - 02.04.2023 20:00,100.75,EUR,
2204,02.04.2023 20:00 - 02.04.2023 21:00,85.04,EUR,
2205,02.04.2023 21:00 - 02.04.2023 22:00,77.74,EUR,
2206,02.04.2023 22:00 - 02.04.2023 23:00,61.1,EUR,
2207,02.04.2023 23:00 - 03.04.2023 00:00,54.92,EUR,
2208,03.04.2023 00:00 - 03.04.2023 01:00,71.26,EUR,
2209,03.04.2023 01:00 - 03.04.2023 02:00,68.16,EUR,
2210,03.04.2023 02:00 - 03.04.2023 03:00,70.13,EUR,
2211,03.04.2023 03:00 - 03.04.2023 04:00,71.61,EUR,
2212,03.04.2023 04:00 - 03.04.2023 05:00,77.44,EUR,
2213,03.04.2023 05:00 - 03.04.2023 06:00,105.0,EUR,
2214,03.04.2023 06:00 - 03.04.2023 07:00,134.24,EUR,
2215,03.04.2023 07:00 - 03.04.2023 08:00,163.01,EUR,
2216,03.04.2023 08:00 - 03.04.2023 09:00,158.72,EUR,
2217,03.04.2023 09:00 - 03.04.2023 10:00,111.85,EUR,
2218,03.04.2023 10:00 - 03.04.2023 11:00,95.09,EUR,
2219,03.04.2023 11:00 - 03.04.2023 12:00,86.63,EUR,
2220,03.04.2023 12:00 - 03.04.2023 13:00,80.98,EUR,
2221,03.04.2023 13:00 - 03.04.2023 14:00,74.9,EUR,
2222,03.04.2023 14:00 - 03.04.2023 15:00,71.66,EUR,
2223,03.04.2023 15:00 - 03.04.2023 16:00,77.02,EUR,
2224,03.04.2023 16:00 - 03.04.2023 17:00,80.03,EUR,
2225,03.04.2023 17:00 - 03.04.2023 18:00,97.94,EUR,
2226,03.04.2023 18:00 - 03.04.2023 19:00,107.68,EUR,
2227,03.04.2023 19:00 - 03.04.2023 20:00,149.02,EUR,
2228,03.04.2023 20:00 - 03.04.2023 21:00,151.4,EUR,
2229,03.04.2023 21:00 - 03.04.2023 22:00,133.31,EUR,
2230,03.04.2023 22:00 - 03.04.2023 23:00,112.72,EUR,
2231,03.04.2023 23:00 - 04.04.2023 00:00,95.1,EUR,
2232,04.04.2023 00:00 - 04.04.2023 01:00,85.87,EUR,
2233,04.04.2023 01:00 - 04.04.2023 02:00,88.1,EUR,
2234,04.04.2023 02:00 - 04.04.2023 03:00,90.04,EUR,
2235,04.04.2023 03:00 - 04.04.2023 04:00,90.09,EUR,
2236,04.04.2023 04:00 - 04.04.2023 05:00,107.76,EUR,
2237,04.04.2023 05:00 - 04.04.2023 06:00,109.96,EUR,
2238,04.04.2023 06:00 - 04.04.2023 07:00,118.01,EUR,
2239,04.04.2023 07:00 - 04.04.2023 08:00,174.79,EUR,
2240,04.04.2023 08:00 - 04.04.2023 09:00,173.0,EUR,
2241,04.04.2023 09:00 - 04.04.2023 10:00,135.31,EUR,
2242,04.04.2023 10:00 - 04.04.2023 11:00,115.59,EUR,
2243,04.04.2023 11:00 - 04.04.2023 12:00,108.97,EUR,
2244,04.04.2023 12:00 - 04.04.2023 13:00,106.34,EUR,
2245,04.04.2023 13:00 - 04.04.2023 14:00,105.52,EUR,
2246,04.04.2023 14:00 - 04.04.2023 15:00,104.74,EUR,
2247,04.04.2023 15:00 - 04.04.2023 16:00,106.1,EUR,
2248,04.04.2023 16:00 - 04.04.2023 17:00,108.86,EUR,
2249,04.04.2023 17:00 - 04.04.2023 18:00,116.09,EUR,
2250,04.04.2023 18:00 - 04.04.2023 19:00,119.02,EUR,
2251,04.04.2023 19:00 - 04.04.2023 20:00,119.36,EUR,
2252,04.04.2023 20:00 - 04.04.2023 21:00,127.03,EUR,
2253,04.04.2023 21:00 - 04.04.2023 22:00,120.81,EUR,
2254,04.04.2023 22:00 - 04.04.2023 23:00,114.38,EUR,
2255,04.04.2023 23:00 - 05.04.2023 00:00,109.84,EUR,
2256,05.04.2023 00:00 - 05.04.2023 01:00,100.37,EUR,
2257,05.04.2023 01:00 - 05.04.2023 02:00,98.67,EUR,
2258,05.04.2023 02:00 - 05.04.2023 03:00,97.4,EUR,
2259,05.04.2023 03:00 - 05.04.2023 04:00,97.39,EUR,
2260,05.04.2023 04:00 - 05.04.2023 05:00,109.48,EUR,
2261,05.04.2023 05:00 - 05.04.2023 06:00,113.27,EUR,
2262,05.04.2023 06:00 - 05.04.2023 07:00,118.19,EUR,
2263,05.04.2023 07:00 - 05.04.2023 08:00,150.0,EUR,
2264,05.04.2023 08:00 - 05.04.2023 09:00,171.48,EUR,
2265,05.04.2023 09:00 - 05.04.2023 10:00,132.42,EUR,
2266,05.04.2023 10:00 - 05.04.2023 11:00,115.89,EUR,
2267,05.04.2023 11:00 - 05.04.2023 12:00,111.43,EUR,
2268,05.04.2023 12:00 - 05.04.2023 13:00,110.07,EUR,
2269,05.04.2023 13:00 - 05.04.2023 14:00,110.31,EUR,
2270,05.04.2023 14:00 - 05.04.2023 15:00,109.94,EUR,
2271,05.04.2023 15:00 - 05.04.2023 16:00,109.94,EUR,
2272,05.04.2023 16:00 - 05.04.2023 17:00,110.04,EUR,
2273,05.04.2023 17:00 - 05.04.2023 18:00,111.46,EUR,
2274,05.04.2023 18:00 - 05.04.2023 19:00,111.57,EUR,
2275,05.04.2023 19:00 - 05.04.2023 20:00,110.33,EUR,
2276,05.04.2023 20:00 - 05.04.2023 21:00,94.84,EUR,
2277,05.04.2023 21:00 - 05.04.2023 22:00,80.44,EUR,
2278,05.04.2023 22:00 - 05.04.2023 23:00,67.76,EUR,
2279,05.04.2023 23:00 - 06.04.2023 00:00,60.09,EUR,
2280,06.04.2023 00:00 - 06.04.2023 01:00,75.08,EUR,
2281,06.04.2023 01:00 - 06.04.2023 02:00,77.18,EUR,
2282,06.04.2023 02:00 - 06.04.2023 03:00,83.16,EUR,
2283,06.04.2023 03:00 - 06.04.2023 04:00,85.4,EUR,
2284,06.04.2023 04:00 - 06.04.2023 05:00,89.43,EUR,
2285,06.04.2023 05:00 - 06.04.2023 06:00,92.04,EUR,
2286,06.04.2023 06:00 - 06.04.2023 07:00,114.81,EUR,
2287,06.04.2023 07:00 - 06.04.2023 08:00,117.64,EUR,
2288,06.04.2023 08:00 - 06.04.2023 09:00,118.05,EUR,
2289,06.04.2023 09:00 - 06.04.2023 10:00,117.3,EUR,
2290,06.04.2023 10:00 - 06.04.2023 11:00,111.88,EUR,
2291,06.04.2023 11:00 - 06.04.2023 12:00,102.58,EUR,
2292,06.04.2023 12:00 - 06.04.2023 13:00,96.89,EUR,
2293,06.04.2023 13:00 - 06.04.2023 14:00,90.96,EUR,
2294,06.04.2023 14:00 - 06.04.2023 15:00,88.11,EUR,
2295,06.04.2023 15:00 - 06.04.2023 16:00,89.54,EUR,
2296,06.04.2023 16:00 - 06.04.2023 17:00,92.58,EUR,
2297,06.04.2023 17:00 - 06.04.2023 18:00,97.31,EUR,
2298,06.04.2023 18:00 - 06.04.2023 19:00,96.78,EUR,
2299,06.04.2023 19:00 - 06.04.2023 20:00,89.36,EUR,
2300,06.04.2023 20:00 - 06.04.2023 21:00,87.32,EUR,
2301,06.04.2023 21:00 - 06.04.2023 22:00,82.95,EUR,
2302,06.04.2023 22:00 - 06.04.2023 23:00,70.1,EUR,
2303,06.04.2023 23:00 - 07.04.2023 00:00,56.41,EUR,
2304,07.04.2023 00:00 - 07.04.2023 01:00,59.52,EUR,
2305,07.04.2023 01:00 - 07.04.2023 02:00,60.0,EUR,
2306,07.04.2023 02:00 - 07.04.2023 03:00,62.67,EUR,
2307,07.04.2023 03:00 - 07.04.2023 04:00,65.79,EUR,
2308,07.04.2023 04:00 - 07.04.2023 05:00,69.25,EUR,
2309,07.04.2023 05:00 - 07.04.2023 06:00,65.04,EUR,
2310,07.04.2023 06:00 - 07.04.2023 07:00,50.77,EUR,
2311,07.04.2023 07:00 - 07.04.2023 08:00,49.15,EUR,
2312,07.04.2023 08:00 - 07.04.2023 09:00,51.83,EUR,
2313,07.04.2023 09:00 - 07.04.2023 10:00,60.0,EUR,
2314,07.04.2023 10:00 - 07.04.2023 11:00,60.61,EUR,
